source,var_name,var_label,value,value_label
survey_res_dce,alt_4_vehtype,Alternative 4 Vehicle Type,8,Midsize cross-over/SUV
survey_res_dce,alt_4_vehtype,Alternative 4 Vehicle Type,9,Full-size/large SUV
survey_res_dce,alt_4_vehtype,Alternative 4 Vehicle Type,10,Small van
survey_res_dce,alt_4_vehtype,Alternative 4 Vehicle Type,11,Full-size/large van
survey_res_dce,alt_4_vehtype,Alternative 4 Vehicle Type,12,Small pickup truck
survey_res_dce,alt_4_vehtype,Alternative 4 Vehicle Type,13,Full-size/large pickup truck
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,1,Gasoline only
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,2,Gas HEV
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,3,PHEV (gas/elec)
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,4,Diesel
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,5,BEV (electric only)
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,6,FCEV (hydrogen only)
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,7,PFCEV (hydrogen/ elec)
survey_res_dce,alt_1_fueltype,Alternative 1 Fuel Type,8,Flex Fuel
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,1,Gasoline only
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,2,Gas HEV
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,3,PHEV (gas/elec)
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,4,Diesel
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,5,BEV (electric only)
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,6,FCEV (hydrogen only)
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,7,PFCEV (hydrogen/ elec)
survey_res_dce,alt_2_fueltype,Alternative 2 Fuel Type,8,Flex Fuel
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,1,Gasoline only
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,2,Gas HEV
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,3,PHEV (gas/elec)
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,4,Diesel
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,5,BEV (electric only)
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,6,FCEV (hydrogen only)
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,7,PFCEV (hydrogen/ elec)
survey_res_dce,alt_3_fueltype,Alternative 3 Fuel Type,8,Flex Fuel
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,1,Gasoline only
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,2,Gas HEV
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,3,PHEV (gas/elec)
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,4,Diesel
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,5,BEV (electric only)
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,6,FCEV (hydrogen only)
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,7,PFCEV (hydrogen/ elec)
survey_res_dce,alt_4_fueltype,Alternative 4 Fuel Type,8,Flex Fuel
survey_res_dce,alt_1_prestige,Alternative 1 Brand Type,1,Standard
survey_res_dce,alt_1_prestige,Alternative 1 Brand Type,2,Premium
survey_res_dce,alt_2_prestige,Alternative 2 Brand Type,1,Standard
survey_res_dce,alt_2_prestige,Alternative 2 Brand Type,2,Premium
survey_res_dce,alt_3_prestige,Alternative 3 Brand Type,1,Standard
survey_res_dce,alt_3_prestige,Alternative 3 Brand Type,2,Premium
survey_res_dce,alt_4_prestige,Alternative 4 Brand Type,1,Standard
survey_res_dce,alt_4_prestige,Alternative 4 Brand Type,2,Premium
survey_res_dce,alt_1_year,Alternative 1 Model Year,1,Used 6 Years Old (2015)
survey_res_dce,alt_1_year,Alternative 1 Model Year,2,Used 3 Years Old (2018)
survey_res_dce,alt_1_year,Alternative 1 Model Year,3,Used 6 Years Old (2019)
survey_res_dce,alt_1_year,Alternative 1 Model Year,4,New (2021)
survey_res_dce,alt_1_year,Alternative 1 Model Year,5,Used 3 Years Old (2022)
survey_res_dce,alt_1_year,Alternative 1 Model Year,6,New (2025)
survey_res_dce,alt_2_year,Alternative 2 Model Year,1,Used 6 Years Old (2015)
survey_res_dce,alt_2_year,Alternative 2 Model Year,2,Used 3 Years Old (2018)
survey_res_dce,alt_2_year,Alternative 2 Model Year,3,Used 6 Years Old (2019)
survey_res_dce,alt_2_year,Alternative 2 Model Year,4,New (2021)
survey_res_dce,alt_2_year,Alternative 2 Model Year,5,Used 3 Years Old (2022)
survey_res_dce,alt_2_year,Alternative 2 Model Year,6,New (2025)
survey_res_dce,alt_3_year,Alternative 3 Model Year,1,Used 6 Years Old (2015)
survey_res_dce,alt_3_year,Alternative 3 Model Year,2,Used 3 Years Old (2018)
survey_res_dce,alt_3_year,Alternative 3 Model Year,3,Used 6 Years Old (2019)
survey_res_dce,alt_3_year,Alternative 3 Model Year,4,New (2021)
survey_res_dce,alt_3_year,Alternative 3 Model Year,5,Used 3 Years Old (2022)
survey_res_dce,alt_3_year,Alternative 3 Model Year,6,New (2025)
survey_res_dce,alt_4_year,Alternative 4 Model Year,1,Used 6 Years Old (2015)
survey_res_dce,alt_4_year,Alternative 4 Model Year,2,Used 3 Years Old (2018)
survey_res_dce,alt_4_year,Alternative 4 Model Year,3,Used 6 Years Old (2019)
survey_res_dce,alt_4_year,Alternative 4 Model Year,4,New (2021)
survey_res_dce,alt_4_year,Alternative 4 Model Year,5,Used 3 Years Old (2022)
survey_res_dce,alt_4_year,Alternative 4 Model Year,6,New (2025)
survey_res_dce,alt_1_publiclocations,Alternative 1 Availability of Regular Charging Stations,1,10% of public parking facilities have regular charging stations
survey_res_dce,alt_1_publiclocations,Alternative 1 Availability of Regular Charging Stations,2,20% of public parking facilities have regular charging stations
survey_res_dce,alt_1_publiclocations,Alternative 1 Availability of Regular Charging Stations,3,30% of public parking facilities have regular charging stations
survey_res_dce,alt_2_publiclocations,Alternative 2 Availability of Regular Charging Stations,1,10% of public parking facilities have regular charging stations
survey_res_dce,alt_2_publiclocations,Alternative 2 Availability of Regular Charging Stations,2,20% of public parking facilities have regular charging stations
survey_res_dce,alt_2_publiclocations,Alternative 2 Availability of Regular Charging Stations,3,30% of public parking facilities have regular charging stations
survey_res_dce,alt_3_publiclocations,Alternative 3 Availability of Regular Charging Stations,1,10% of public parking facilities have regular charging stations
survey_res_dce,alt_3_publiclocations,Alternative 3 Availability of Regular Charging Stations,2,20% of public parking facilities have regular charging stations
survey_res_dce,alt_3_publiclocations,Alternative 3 Availability of Regular Charging Stations,3,30% of public parking facilities have regular charging stations
survey_res_dce,alt_4_publiclocations,Alternative 4 Availability of Regular Charging Stations,1,10% of public parking facilities have regular charging stations
survey_res_dce,alt_4_publiclocations,Alternative 4 Availability of Regular Charging Stations,2,20% of public parking facilities have regular charging stations
survey_res_dce,alt_4_publiclocations,Alternative 4 Availability of Regular Charging Stations,3,30% of public parking facilities have regular charging stations
survey_res_dce,alt_1_fastcharge_publiclocations,Alternative 1 Availability of Fast Charging Stations,1,10% of public parking facilities have fast charging stations
survey_res_dce,alt_1_fastcharge_publiclocations,Alternative 1 Availability of Fast Charging Stations,2,20% of public parking facilities have fast charging stations
survey_res_dce,alt_1_fastcharge_publiclocations,Alternative 1 Availability of Fast Charging Stations,3,30% of public parking facilities have fast charging stations
survey_res_dce,alt_2_fastcharge_publiclocations,Alternative 2 Availability of Fast Charging Stations,1,10% of public parking facilities have fast charging stations
survey_res_dce,alt_2_fastcharge_publiclocations,Alternative 2 Availability of Fast Charging Stations,2,20% of public parking facilities have fast charging stations
survey_res_dce,alt_2_fastcharge_publiclocations,Alternative 2 Availability of Fast Charging Stations,3,30% of public parking facilities have fast charging stations
survey_res_dce,alt_3_fastcharge_publiclocations,Alternative 3 Availability of Fast Charging Stations,1,10% of public parking facilities have fast charging stations
survey_res_dce,alt_3_fastcharge_publiclocations,Alternative 3 Availability of Fast Charging Stations,2,20% of public parking facilities have fast charging stations
survey_res_dce,alt_3_fastcharge_publiclocations,Alternative 3 Availability of Fast Charging Stations,3,30% of public parking facilities have fast charging stations
survey_res_dce,alt_4_fastcharge_publiclocations,Alternative 4 Availability of Fast Charging Stations,1,10% of public parking facilities have fast charging stations
survey_res_dce,alt_4_fastcharge_publiclocations,Alternative 4 Availability of Fast Charging Stations,2,20% of public parking facilities have fast charging stations
survey_res_dce,alt_4_fastcharge_publiclocations,Alternative 4 Availability of Fast Charging Stations,3,30% of public parking facilities have fast charging stations
survey_res_dce,alt_1_work_charge,Alternative 1 Work Charging,1,Not available
survey_res_dce,alt_1_work_charge,Alternative 1 Work Charging,2,Regular charging available
survey_res_dce,alt_1_work_charge,Alternative 1 Work Charging,3,Fast charging available
survey_res_dce,alt_1_work_charge,Alternative 1 Work Charging,4,Free regular charging
survey_res_dce,alt_1_work_charge,Alternative 1 Work Charging,5,Free fast charging
survey_res_dce,alt_2_work_charge,Alternative 2 Work Charging,1,Not available
survey_res_dce,alt_2_work_charge,Alternative 2 Work Charging,2,Regular charging available
survey_res_dce,alt_2_work_charge,Alternative 2 Work Charging,3,Fast charging available
survey_res_dce,alt_2_work_charge,Alternative 2 Work Charging,4,Free regular charging
survey_res_dce,alt_2_work_charge,Alternative 2 Work Charging,5,Free fast charging
survey_res_dce,alt_3_work_charge,Alternative 3 Work Charging,1,Not available
survey_res_dce,alt_3_work_charge,Alternative 3 Work Charging,2,Regular charging available
survey_res_dce,alt_3_work_charge,Alternative 3 Work Charging,3,Fast charging available
survey_res_dce,alt_3_work_charge,Alternative 3 Work Charging,4,Free regular charging
survey_res_dce,alt_3_work_charge,Alternative 3 Work Charging,5,Free fast charging
survey_res_dce,alt_4_work_charge,Alternative 4 Work Charging,1,Not available
survey_res_dce,alt_4_work_charge,Alternative 4 Work Charging,2,Regular charging available
survey_res_dce,alt_4_work_charge,Alternative 4 Work Charging,3,Fast charging available
survey_res_dce,alt_4_work_charge,Alternative 4 Work Charging,4,Free regular charging
survey_res_dce,alt_4_work_charge,Alternative 4 Work Charging,5,Free fast charging
survey_res_dce,alt_1_home_charge,Alternative 1 Home Charging,1,Not available
survey_res_dce,alt_1_home_charge,Alternative 1 Home Charging,2,Regular charging available
survey_res_dce,alt_2_home_charge,Alternative 2 Home Charging,1,Not available
survey_res_dce,alt_2_home_charge,Alternative 2 Home Charging,2,Regular charging available
survey_res_dce,alt_3_home_charge,Alternative 3 Home Charging,1,Not available
survey_res_dce,alt_3_home_charge,Alternative 3 Home Charging,2,Regular charging available
survey_res_dce,alt_4_home_charge,Alternative 4 Home Charging,1,Not available
survey_res_dce,alt_4_home_charge,Alternative 4 Home Charging,2,Regular charging available
survey_res_dce,alt_1_refueltime,Alternative 1 Refueling Time for Fuel and Regular Charging,1,5 minutes
survey_res_dce,alt_1_refueltime,Alternative 1 Refueling Time for Fuel and Regular Charging,2,2 hours for 100 miles for regular charging
survey_res_dce,alt_1_refueltime,Alternative 1 Refueling Time for Fuel and Regular Charging,3,4 hours for 100 miles for regular charging
survey_res_dce,alt_1_refueltime,Alternative 1 Refueling Time for Fuel and Regular Charging,4,6 hours for 100 miles for regular charging
survey_res_dce,alt_1_refueltime,Alternative 1 Refueling Time for Fuel and Regular Charging,5,20 minutes for 10 miles for regular charging
survey_res_dce,alt_1_refueltime,Alternative 1 Refueling Time for Fuel and Regular Charging,6,30 minutes for 10 miles for regular charging
survey_res_dce,alt_1_refueltime,Alternative 1 Refueling Time for Fuel and Regular Charging,7,40 minutes for 10 miles for regular charging
survey_res_dce,alt_2_refueltime,Alternative 2 Refueling Time for Fuel and Regular Charging,1,5 minutes
survey_res_dce,alt_2_refueltime,Alternative 2 Refueling Time for Fuel and Regular Charging,2,2 hours for 100 miles for regular charging
survey_res_dce,alt_2_refueltime,Alternative 2 Refueling Time for Fuel and Regular Charging,3,4 hours for 100 miles for regular charging
survey_res_dce,alt_2_refueltime,Alternative 2 Refueling Time for Fuel and Regular Charging,4,6 hours for 100 miles for regular charging
survey_res_dce,alt_2_refueltime,Alternative 2 Refueling Time for Fuel and Regular Charging,5,20 minutes for 10 miles for regular charging
survey_res_dce,alt_2_refueltime,Alternative 2 Refueling Time for Fuel and Regular Charging,6,30 minutes for 10 miles for regular charging
survey_res_dce,alt_2_refueltime,Alternative 2 Refueling Time for Fuel and Regular Charging,7,40 minutes for 10 miles for regular charging
survey_res_dce,alt_3_refueltime,Alternative 3 Refueling Time for Fuel and Regular Charging,1,5 minutes
survey_res_dce,alt_3_refueltime,Alternative 3 Refueling Time for Fuel and Regular Charging,2,2 hours for 100 miles for regular charging
survey_res_dce,alt_3_refueltime,Alternative 3 Refueling Time for Fuel and Regular Charging,3,4 hours for 100 miles for regular charging
survey_res_dce,alt_3_refueltime,Alternative 3 Refueling Time for Fuel and Regular Charging,4,6 hours for 100 miles for regular charging
survey_res_dce,alt_3_refueltime,Alternative 3 Refueling Time for Fuel and Regular Charging,5,20 minutes for 10 miles for regular charging
survey_res_dce,alt_3_refueltime,Alternative 3 Refueling Time for Fuel and Regular Charging,6,30 minutes for 10 miles for regular charging
survey_res_dce,alt_3_refueltime,Alternative 3 Refueling Time for Fuel and Regular Charging,7,40 minutes for 10 miles for regular charging
survey_res_dce,alt_4_refueltime,Alternative 4 Refueling Time for Fuel and Regular Charging,1,5 minutes
survey_res_dce,alt_4_refueltime,Alternative 4 Refueling Time for Fuel and Regular Charging,2,2 hours for 100 miles for regular charging
survey_res_dce,alt_4_refueltime,Alternative 4 Refueling Time for Fuel and Regular Charging,3,4 hours for 100 miles for regular charging
survey_res_dce,alt_4_refueltime,Alternative 4 Refueling Time for Fuel and Regular Charging,4,6 hours for 100 miles for regular charging
survey_res_dce,alt_4_refueltime,Alternative 4 Refueling Time for Fuel and Regular Charging,5,20 minutes for 10 miles for regular charging
survey_res_dce,alt_4_refueltime,Alternative 4 Refueling Time for Fuel and Regular Charging,6,30 minutes for 10 miles for regular charging
survey_res_dce,alt_4_refueltime,Alternative 4 Refueling Time for Fuel and Regular Charging,7,40 minutes for 10 miles for regular charging
survey_res_dce,alt_1_refuelelectime,Alternative 1 Refueling Time for Fast Charging,1,5 minutes for 100 miles for fast charging
survey_res_dce,alt_1_refuelelectime,Alternative 1 Refueling Time for Fast Charging,2,15 minutes for 100 miles for fast charging
survey_res_dce,alt_1_refuelelectime,Alternative 1 Refueling Time for Fast Charging,3,25 minutes for 100 miles for fast charging
survey_res_dce,alt_2_refuelelectime,Alternative 2 Refueling Time for Fast Charging,1,5 minutes for 100 miles for fast charging
survey_res_dce,alt_2_refuelelectime,Alternative 2 Refueling Time for Fast Charging,2,15 minutes for 100 miles for fast charging
survey_res_dce,alt_2_refuelelectime,Alternative 2 Refueling Time for Fast Charging,3,25 minutes for 100 miles for fast charging
survey_res_dce,alt_3_refuelelectime,Alternative 3 Refueling Time for Fast Charging,1,5 minutes for 100 miles for fast charging
survey_res_dce,alt_3_refuelelectime,Alternative 3 Refueling Time for Fast Charging,2,15 minutes for 100 miles for fast charging
survey_res_dce,alt_3_refuelelectime,Alternative 3 Refueling Time for Fast Charging,3,25 minutes for 100 miles for fast charging
survey_res_dce,alt_4_refuelelectime,Alternative 4 Refueling Time for Fast Charging,1,5 minutes for 100 miles for fast charging
survey_res_dce,alt_4_refuelelectime,Alternative 4 Refueling Time for Fast Charging,2,15 minutes for 100 miles for fast charging
survey_res_dce,alt_4_refuelelectime,Alternative 4 Refueling Time for Fast Charging,3,25 minutes for 100 miles for fast charging
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,1,Gasoline Stations (at today's locations)
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,2,30% of today
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,3,50% of today
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,4,70% of today
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,5,1 mile to station from home/work
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,6,5 miles to station from home/work
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,7,10 miles to station from home/work
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,8,30 miles to station from home/work
survey_res_dce,alt_1_fuelstations,Alternative 1 Availability of Fuel Stations,9,20 miles to station from home/work
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,1,Gasoline Stations (at today's locations)
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,2,30% of today
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,3,50% of today
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,4,70% of today
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,5,1 mile to station from home/work
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,6,5 miles to station from home/work
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,7,10 miles to station from home/work
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,8,30 miles to station from home/work
survey_res_dce,alt_2_fuelstations,Alternative 2 Availability of Fuel Stations,9,20 miles to station from home/work
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,1,Gasoline Stations (at today's locations)
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,2,30% of today
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,3,50% of today
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,4,70% of today
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,5,1 mile to station from home/work
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,6,5 miles to station from home/work
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,7,10 miles to station from home/work
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,8,30 miles to station from home/work
survey_res_dce,alt_3_fuelstations,Alternative 3 Availability of Fuel Stations,9,20 miles to station from home/work
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,1,Gasoline Stations (at today's locations)
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,2,30% of today
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,3,50% of today
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,4,70% of today
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,5,1 mile to station from home/work
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,6,5 miles to station from home/work
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,7,10 miles to station from home/work
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,8,30 miles to station from home/work
survey_res_dce,alt_4_fuelstations,Alternative 4 Availability of Fuel Stations,9,20 miles to station from home/work
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,1,None
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,2,HOV lane access for 3 years
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,3,"$1,000 Rebate"
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,4,"$1,500 Rebate"
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,5,"$2,500 Rebate"
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,6,"$5,000 Rebate"
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,7,"$10,000 Rebate"
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,8,"$2,500 Tax Credit"
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,9,"$5,000 Tax Credit"
survey_res_dce,alt_1_purchincent,Alternative 1 Purchase Incentive,10,"$7,500 Tax Credit"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,1,None
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,2,HOV lane access for 3 years
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,3,"$1,000 Rebate"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,4,"$1,500 Rebate"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,5,"$2,500 Rebate"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,6,"$5,000 Rebate"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,7,"$10,000 Rebate"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,8,"$2,500 Tax Credit"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,9,"$5,000 Tax Credit"
survey_res_dce,alt_2_purchincent,Alternative 2 Purchase Incentive,10,"$7,500 Tax Credit"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,1,None
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,2,HOV lane access for 3 years
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,3,"$1,000 Rebate"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,4,"$1,500 Rebate"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,5,"$2,500 Rebate"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,6,"$5,000 Rebate"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,7,"$10,000 Rebate"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,8,"$2,500 Tax Credit"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,9,"$5,000 Tax Credit"
survey_res_dce,alt_3_purchincent,Alternative 3 Purchase Incentive,10,"$7,500 Tax Credit"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,1,None
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,2,HOV lane access for 3 years
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,3,"$1,000 Rebate"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,4,"$1,500 Rebate"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,5,"$2,500 Rebate"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,6,"$5,000 Rebate"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,7,"$10,000 Rebate"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,8,"$2,500 Tax Credit"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,9,"$5,000 Tax Credit"
survey_res_dce,alt_4_purchincent,Alternative 4 Purchase Incentive,10,"$7,500 Tax Credit"
survey_res_dce,choice,Choice,1,Alternative 1
survey_res_dce,choice,Choice,2,Alternative 2
survey_res_dce,choice,Choice,3,Alternative 3
survey_res_dce,choice,Choice,4,Alternative 4
survey_res_fcev,fuel,Fuel Type,1,Gasoline
survey_res_fcev,fuel,Fuel Type,2,Hybrid (gasoline)
survey_res_fcev,fuel,Fuel Type,3,Plug-in hybrid electric vehicle (PHEV)
survey_res_fcev,fuel,Fuel Type,4,Diesel
survey_res_fcev,fuel,Fuel Type,5,Full electric vehicle
survey_res_fcev,fuel,Fuel Type,6,Hydrogen vehicle (FCEV)
survey_res_fcev,fuel,Fuel Type,7,Plug-in hydrogen vehicle (PFCEV)
