source,var_name,var_label,value,value_label
survey_res_main,pev09_chargeevening4,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
9:00pm - 10:00pm",3,Public charging station
survey_res_main,pev09_chargeevening4,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
9:00pm - 10:00pm",4,Other spot
survey_res_main,pev09_chargeevening4,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
9:00pm - 10:00pm",5,Do not charge
survey_res_main,pev09_chargeevening5,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
10:00pm - 11:00pm",1,Home
survey_res_main,pev09_chargeevening5,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
10:00pm - 11:00pm",2,Work
survey_res_main,pev09_chargeevening5,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
10:00pm - 11:00pm",3,Public charging station
survey_res_main,pev09_chargeevening5,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
10:00pm - 11:00pm",4,Other spot
survey_res_main,pev09_chargeevening5,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
10:00pm - 11:00pm",5,Do not charge
survey_res_main,pev09_chargeevening6,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
11:00pm - 12:00am",1,Home
survey_res_main,pev09_chargeevening6,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
11:00pm - 12:00am",2,Work
survey_res_main,pev09_chargeevening6,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
11:00pm - 12:00am",3,Public charging station
survey_res_main,pev09_chargeevening6,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
11:00pm - 12:00am",4,Other spot
survey_res_main,pev09_chargeevening6,"On a typical weekday evening, when and where do you typically charge your vehicle?: 
11:00pm - 12:00am",5,Do not charge
survey_res_main,pev10_chargenight1,"On a typical weekday night, when and where do you typically charge your vehicle?: 
12:00am - 1:00am",1,Home
survey_res_main,pev10_chargenight1,"On a typical weekday night, when and where do you typically charge your vehicle?: 
12:00am - 1:00am",2,Work
survey_res_main,pev10_chargenight1,"On a typical weekday night, when and where do you typically charge your vehicle?: 
12:00am - 1:00am",3,Public charging station
survey_res_main,pev10_chargenight1,"On a typical weekday night, when and where do you typically charge your vehicle?: 
12:00am - 1:00am",4,Other spot
survey_res_main,pev10_chargenight1,"On a typical weekday night, when and where do you typically charge your vehicle?: 
12:00am - 1:00am",5,Do not charge
survey_res_main,pev10_chargenight2,"On a typical weekday night, when and where do you typically charge your vehicle?: 
1:00am - 2:00am",1,Home
survey_res_main,pev10_chargenight2,"On a typical weekday night, when and where do you typically charge your vehicle?: 
1:00am - 2:00am",2,Work
survey_res_main,pev10_chargenight2,"On a typical weekday night, when and where do you typically charge your vehicle?: 
1:00am - 2:00am",3,Public charging station
survey_res_main,pev10_chargenight2,"On a typical weekday night, when and where do you typically charge your vehicle?: 
1:00am - 2:00am",4,Other spot
survey_res_main,pev10_chargenight2,"On a typical weekday night, when and where do you typically charge your vehicle?: 
1:00am - 2:00am",5,Do not charge
survey_res_main,pev10_chargenight3,"On a typical weekday night, when and where do you typically charge your vehicle?: 
2:00am - 3:00am",1,Home
survey_res_main,pev10_chargenight3,"On a typical weekday night, when and where do you typically charge your vehicle?: 
2:00am - 3:00am",2,Work
survey_res_main,pev10_chargenight3,"On a typical weekday night, when and where do you typically charge your vehicle?: 
2:00am - 3:00am",3,Public charging station
survey_res_main,pev10_chargenight3,"On a typical weekday night, when and where do you typically charge your vehicle?: 
2:00am - 3:00am",4,Other spot
survey_res_main,pev10_chargenight3,"On a typical weekday night, when and where do you typically charge your vehicle?: 
2:00am - 3:00am",5,Do not charge
survey_res_main,pev10_chargenight4,"On a typical weekday night, when and where do you typically charge your vehicle?: 
3:00am - 4:00am",1,Home
survey_res_main,pev10_chargenight4,"On a typical weekday night, when and where do you typically charge your vehicle?: 
3:00am - 4:00am",2,Work
survey_res_main,pev10_chargenight4,"On a typical weekday night, when and where do you typically charge your vehicle?: 
3:00am - 4:00am",3,Public charging station
survey_res_main,pev10_chargenight4,"On a typical weekday night, when and where do you typically charge your vehicle?: 
3:00am - 4:00am",4,Other spot
survey_res_main,pev10_chargenight4,"On a typical weekday night, when and where do you typically charge your vehicle?: 
3:00am - 4:00am",5,Do not charge
survey_res_main,pev10_chargenight5,"On a typical weekday night, when and where do you typically charge your vehicle?: 
4:00am - 5:00am",1,Home
survey_res_main,pev10_chargenight5,"On a typical weekday night, when and where do you typically charge your vehicle?: 
4:00am - 5:00am",2,Work
survey_res_main,pev10_chargenight5,"On a typical weekday night, when and where do you typically charge your vehicle?: 
4:00am - 5:00am",3,Public charging station
survey_res_main,pev10_chargenight5,"On a typical weekday night, when and where do you typically charge your vehicle?: 
4:00am - 5:00am",4,Other spot
survey_res_main,pev10_chargenight5,"On a typical weekday night, when and where do you typically charge your vehicle?: 
4:00am - 5:00am",5,Do not charge
survey_res_main,pev10_chargenight6,"On a typical weekday night, when and where do you typically charge your vehicle?: 
5:00am - 6:00am",1,Home
survey_res_main,pev10_chargenight6,"On a typical weekday night, when and where do you typically charge your vehicle?: 
5:00am - 6:00am",2,Work
survey_res_main,pev10_chargenight6,"On a typical weekday night, when and where do you typically charge your vehicle?: 
5:00am - 6:00am",3,Public charging station
survey_res_main,pev10_chargenight6,"On a typical weekday night, when and where do you typically charge your vehicle?: 
5:00am - 6:00am",4,Other spot
survey_res_main,pev10_chargenight6,"On a typical weekday night, when and where do you typically charge your vehicle?: 
5:00am - 6:00am",5,Do not charge
survey_res_main,pev11_variablerates,Does your electricity provider charge different rates for peak and non-peak usage?,1,Yes
survey_res_main,pev11_variablerates,Does your electricity provider charge different rates for peak and non-peak usage?,2,No
survey_res_main,pev11_variablerates,Does your electricity provider charge different rates for peak and non-peak usage?,3,I don't know
survey_res_main,pev13_meter,Do you have a separate electricity meter to track your vehicle’s electricity usage?,1,Yes
survey_res_main,pev13_meter,Do you have a separate electricity meter to track your vehicle’s electricity usage?,2,No
survey_res_main,pev14_specialrate,Do you receive a special electric vehicle electricity rate from your provider?,1,"Yes, and it applies to all my electricity use"
survey_res_main,pev14_specialrate,Do you receive a special electric vehicle electricity rate from your provider?,2,"Yes, but it applies only to what is used on a separate EV meter"
survey_res_main,pev14_specialrate,Do you receive a special electric vehicle electricity rate from your provider?,3,No
survey_res_main,recommend,How likely are you to recommend a {PHEV/Full Electric Vehicle} to a friend or family member?,1,Extremely likely
survey_res_main,recommend,How likely are you to recommend a {PHEV/Full Electric Vehicle} to a friend or family member?,2,Likely
survey_res_main,recommend,How likely are you to recommend a {PHEV/Full Electric Vehicle} to a friend or family member?,3,Neutral
survey_res_main,recommend,How likely are you to recommend a {PHEV/Full Electric Vehicle} to a friend or family member?,4,Unlikely
survey_res_main,recommend,How likely are you to recommend a {PHEV/Full Electric Vehicle} to a friend or family member?,5,Extremely Unlikely
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",1,This vehicle will be a replacement for my [first current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",2,This vehicle will be a replacement for my second current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",3,This vehicle will be a replacement for my third current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",4,This vehicle will be a replacement for my [fourth current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",5,This vehicle will be a replacement for my [fifth current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",6,This vehicle will be a replacement for my [sixth current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",7,This vehicle will be a replacement for my [seventh current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",8,This vehicle will be a replacement for my [eighth current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",9,This vehicle will be a replacement for my [ninth current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",10,This vehicle will be a replacement for my [10th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",11,This vehicle will be a replacement for my [11th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",12,This vehicle will be a replacement for my [12th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",13,This vehicle will be a replacement for my [13th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",14,This vehicle will be a replacement for my [14th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",15,This vehicle will be a replacement for my [15th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",16,This vehicle will be a replacement for my [16th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",17,This vehicle will be a replacement for my [17th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",18,This vehicle will be a replacement for my [18th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",19,This vehicle will be a replacement for my [19th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",20,This vehicle will be a replacement for my [20th current vehicle]
survey_res_main,replacecatch,"At the beginning of the survey you indicated that you plan to purchase a vehicle. 
Will this purchase be a replacement for a current vehicle or an additional vehicle for the household?",21,This vehicle will be an additional vehicle for my household
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,1,Subcompact Car
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,2,Compact Car
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,3,Midsize Car
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,4,Large Car
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,5,Sports Car
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,6,"Cross-over, small"
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,7,"Cross-over, midsize"
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,8,"SUV, small/midsize"
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,9,"SUV, full"
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,10,"Pick-up truck, small"
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,11,"Pick-up truck, full-size/large"
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,12,"Van, small"
survey_res_main,rc2_replace_type,What type of vehicle do you expect to purchase or lease as a replacement?,13,"Van, full-size/large"
survey_res_main,rc2_replace_newused,Do you expect the replacement vehicle to be new or used?,1,New
survey_res_main,rc2_replace_newused,Do you expect the replacement vehicle to be new or used?,2,"Used, 1 to 3 years old"
survey_res_main,rc2_replace_newused,Do you expect the replacement vehicle to be new or used?,3,"Used, 3 to 5 years old"
survey_res_main,rc2_replace_newused,Do you expect the replacement vehicle to be new or used?,4,"Used, 5 to 10 years old"
survey_res_main,rc2_replace_newused,Do you expect the replacement vehicle to be new or used?,5,"Used, 10+ years old"
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,1,Gasoline
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,2,Hybrid (Gasoline)
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,3,Plug
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,4,Gasoline
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,5,Diesel
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,7,Compressed Natural Gas (CNG) vehicle
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,9,Full Electric vehicle
survey_res_main,rc2_replace_powertrain,What type of engine/fuel type do you expect the replacement vehicle to have?,10,Hydrogen vehicle
survey_res_main,replacesoon,Which vehicle do you expect to replace first?,1,[first vehicle listed]
survey_res_main,replacesoon,Which vehicle do you expect to replace first?,2,[second vehicle listed]
survey_res_main,replacesoon,Which vehicle do you expect to replace first?,3,[third vehicle listed]
survey_res_main,replacesoon,Which vehicle do you expect to replace first?,4,[fourth vehicle listed]
survey_res_main,replacesoon,Which vehicle do you expect to replace first?,5,[fifth vehicle listed]
survey_res_main,replace_make,What make do you expect this vehicle to be?,1,Acura
survey_res_main,replace_make,What make do you expect this vehicle to be?,2,Aston Martin
survey_res_main,replace_make,What make do you expect this vehicle to be?,3,Audi
survey_res_main,replace_make,What make do you expect this vehicle to be?,4,Bentley
survey_res_main,replace_make,What make do you expect this vehicle to be?,5,BMW
survey_res_main,replace_make,What make do you expect this vehicle to be?,6,Buick
survey_res_main,replace_make,What make do you expect this vehicle to be?,7,Cadillac
survey_res_main,replace_make,What make do you expect this vehicle to be?,8,Chevrolet
survey_res_main,replace_make,What make do you expect this vehicle to be?,9,Chrysler
survey_res_main,replace_make,What make do you expect this vehicle to be?,10,Dodge
survey_res_main,replace_make,What make do you expect this vehicle to be?,11,Ferrari
survey_res_main,replace_make,What make do you expect this vehicle to be?,12,Fiat
survey_res_main,replace_make,What make do you expect this vehicle to be?,13,Ford
survey_res_main,replace_make,What make do you expect this vehicle to be?,14,GMC
survey_res_main,replace_make,What make do you expect this vehicle to be?,15,Honda
survey_res_main,replace_make,What make do you expect this vehicle to be?,16,HUMMER
survey_res_main,replace_make,What make do you expect this vehicle to be?,17,Hyundai
survey_res_main,replace_make,What make do you expect this vehicle to be?,18,Infiniti
survey_res_main,replace_make,What make do you expect this vehicle to be?,19,Isuzu
survey_res_main,replace_make,What make do you expect this vehicle to be?,20,Jaguar
survey_res_main,replace_make,What make do you expect this vehicle to be?,21,Jeep
survey_res_main,replace_make,What make do you expect this vehicle to be?,22,Kia
survey_res_main,replace_make,What make do you expect this vehicle to be?,23,Lamborghini
survey_res_main,replace_make,What make do you expect this vehicle to be?,24,Land Rover
survey_res_main,replace_make,What make do you expect this vehicle to be?,25,Lexus
survey_res_main,replace_make,What make do you expect this vehicle to be?,26,Lincoln
survey_res_main,replace_make,What make do you expect this vehicle to be?,27,Lotus
survey_res_main,replace_make,What make do you expect this vehicle to be?,28,Maserati
survey_res_main,replace_make,What make do you expect this vehicle to be?,29,Maybach
survey_res_main,replace_make,What make do you expect this vehicle to be?,30,Mazda
survey_res_main,replace_make,What make do you expect this vehicle to be?,31,Mercedes
survey_res_main,replace_make,What make do you expect this vehicle to be?,32,Mercury
survey_res_main,replace_make,What make do you expect this vehicle to be?,33,MINI
survey_res_main,replace_make,What make do you expect this vehicle to be?,34,Mitsubishi
survey_res_main,replace_make,What make do you expect this vehicle to be?,35,Nissan
survey_res_main,replace_make,What make do you expect this vehicle to be?,36,Oldsmobile
survey_res_main,replace_make,What make do you expect this vehicle to be?,37,Panoz
survey_res_main,replace_make,What make do you expect this vehicle to be?,38,Pontiac
survey_res_main,replace_make,What make do you expect this vehicle to be?,39,Porsche
survey_res_main,replace_make,What make do you expect this vehicle to be?,41,Rolls
survey_res_main,replace_make,What make do you expect this vehicle to be?,42,Saab
survey_res_main,replace_make,What make do you expect this vehicle to be?,43,Saturn
survey_res_main,replace_make,What make do you expect this vehicle to be?,44,Scion
survey_res_main,replace_make,What make do you expect this vehicle to be?,45,Smart
survey_res_main,replace_make,What make do you expect this vehicle to be?,46,Subaru
survey_res_main,replace_make,What make do you expect this vehicle to be?,47,Suzuki
survey_res_main,replace_make,What make do you expect this vehicle to be?,48,Toyota
survey_res_main,replace_make,What make do you expect this vehicle to be?,49,Tesla
survey_res_main,replace_make,What make do you expect this vehicle to be?,50,Vollkswagen
survey_res_main,replace_make,What make do you expect this vehicle to be?,51,Volvo
survey_res_main,replace_make,What make do you expect this vehicle to be?,52,Other
survey_res_main,replace_make,What make do you expect this vehicle to be?,53,Don't know
survey_res_main,home_fuel,Do you expect to purchase home refueling equipment and/or upgrade your current house to be able to refuel this vehicle?,1,Yes
survey_res_main,home_fuel,Do you expect to purchase home refueling equipment and/or upgrade your current house to be able to refuel this vehicle?,2,No
survey_res_main,replace_primary_dr,Who do you expect will be the primary driver of this vehicle?,1,I will be the primary driver
survey_res_main,replace_primary_dr,Who do you expect will be the primary driver of this vehicle?,2,[second household member listed] will be the primary driver
survey_res_main,replace_primary_dr,Who do you expect will be the primary driver of this vehicle?,3,[third household member listed] will be the primary driver
survey_res_main,replace_primary_dr,Who do you expect will be the primary driver of this vehicle?,4,[fourth household member listed] will be the primary driver
survey_res_main,replace_primary_dr,Who do you expect will be the primary driver of this vehicle?,5,[fifth household member listed] will be the primary driver
survey_res_main,futureaddition,"Do you anticipate purchasing or leasing an ADDITIONAL car, SUV, van, or pick-up truck for your household? (not including vehicles supplied by employers)",1,"Yes, within the next year"
survey_res_main,futureaddition,"Do you anticipate purchasing or leasing an ADDITIONAL car, SUV, van, or pick-up truck for your household? (not including vehicles supplied by employers)",2,"Yes, in 1 to 2 years"
survey_res_main,futureaddition,"Do you anticipate purchasing or leasing an ADDITIONAL car, SUV, van, or pick-up truck for your household? (not including vehicles supplied by employers)",3,"Yes, in 3 to 5 years"
survey_res_main,futureaddition,"Do you anticipate purchasing or leasing an ADDITIONAL car, SUV, van, or pick-up truck for your household? (not including vehicles supplied by employers)",4,"Yes, in 6 to 9 years"
survey_res_main,futureaddition,"Do you anticipate purchasing or leasing an ADDITIONAL car, SUV, van, or pick-up truck for your household? (not including vehicles supplied by employers)",5,"Yes, in 10 or more years"
survey_res_main,futureaddition,"Do you anticipate purchasing or leasing an ADDITIONAL car, SUV, van, or pick-up truck for your household? (not including vehicles supplied by employers)",6,"No, I never plan to add another vehicle to my household"
survey_res_main,futureadditioncatch,"When do you anticipate purchasing or leasing the ADDITIONAL car, SUV, van, or pick-up truck for your household?",1,In less than 1 year
survey_res_main,futureadditioncatch,"When do you anticipate purchasing or leasing the ADDITIONAL car, SUV, van, or pick-up truck for your household?",2,In 1 to 3 years
survey_res_main,futureadditioncatch,"When do you anticipate purchasing or leasing the ADDITIONAL car, SUV, van, or pick-up truck for your household?",3,In 3 to 5 years
survey_res_main,futureadditioncatch,"When do you anticipate purchasing or leasing the ADDITIONAL car, SUV, van, or pick-up truck for your household?",4,In 5 to 10 years
survey_res_main,futureadditioncatch,"When do you anticipate purchasing or leasing the ADDITIONAL car, SUV, van, or pick-up truck for your household?",5,In more than 10 years
survey_res_main,additionalveh,"In total, how many vehicles do you plan to add to your household over the next 10 years?",1,1 vehicle
survey_res_main,additionalveh,"In total, how many vehicles do you plan to add to your household over the next 10 years?",2,2 vehicles
survey_res_main,additionalveh,"In total, how many vehicles do you plan to add to your household over the next 10 years?",3,3 vehicles
survey_res_main,additionalveh,"In total, how many vehicles do you plan to add to your household over the next 10 years?",4,4 vehicles
survey_res_main,additionalveh,"In total, how many vehicles do you plan to add to your household over the next 10 years?",5,5 or more vehicles
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,1,Subcompact Car
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,2,Compact Car
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,3,Midsize Car
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,4,Large Car
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,5,Sports Car
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,6,"Cross-over, small"
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,7,"Cross-over, midsize"
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,8,"SUV, small/midsize"
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,9,"SUV, full-size/large"
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,10,"Pick-up truck, small"
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,11,"Pick-up truck, full-size/large"
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,12,"Van, small"
survey_res_main,additional_type,What type of vehicle do you expect to add to your household?,13,"Van, full-size/large"
survey_res_main,additional_newused,Do you expect this vehicle to be new or used?,1,New
survey_res_main,additional_newused,Do you expect this vehicle to be new or used?,2,"Used, 1 to 3 years old"
survey_res_main,additional_newused,Do you expect this vehicle to be new or used?,3,"Used, 3 to 5 years old"
survey_res_main,additional_newused,Do you expect this vehicle to be new or used?,4,"Used, 5 to 10 years old"
survey_res_main,additional_newused,Do you expect this vehicle to be new or used?,5,"Used, more than 10 years old"
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,1,Gasoline
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,2,Hybrid (Gasoline)
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,3,Plug
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,4,Gasoline
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,5,Diesel
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,7,Compressed Natural Gas (CNG) vehicle
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,9,Full Electric vehicle
survey_res_main,additional_powertrain,What type of engine/fuel type do you expect this vehicle to have?,10,Hydrogen vehicle
survey_res_main,additional_make,What make do you expect this vehicle to be?,1,Acura
survey_res_main,additional_make,What make do you expect this vehicle to be?,2,Aston Martin
survey_res_main,additional_make,What make do you expect this vehicle to be?,3,Audi
survey_res_main,additional_make,What make do you expect this vehicle to be?,4,Bentley
survey_res_main,additional_make,What make do you expect this vehicle to be?,5,BMW
survey_res_main,additional_make,What make do you expect this vehicle to be?,6,Buick
survey_res_main,additional_make,What make do you expect this vehicle to be?,7,Cadillac
survey_res_main,additional_make,What make do you expect this vehicle to be?,8,Chevrolet
survey_res_main,additional_make,What make do you expect this vehicle to be?,9,Chrysler
survey_res_main,additional_make,What make do you expect this vehicle to be?,10,Dodge
survey_res_main,additional_make,What make do you expect this vehicle to be?,11,Ferrari
survey_res_main,additional_make,What make do you expect this vehicle to be?,12,Fiat
survey_res_main,additional_make,What make do you expect this vehicle to be?,13,Ford
survey_res_main,additional_make,What make do you expect this vehicle to be?,14,GMC
survey_res_main,additional_make,What make do you expect this vehicle to be?,15,Honda
survey_res_main,additional_make,What make do you expect this vehicle to be?,16,HUMMER
survey_res_main,additional_make,What make do you expect this vehicle to be?,17,Hyundai
survey_res_main,additional_make,What make do you expect this vehicle to be?,18,Infiniti
survey_res_main,additional_make,What make do you expect this vehicle to be?,19,Isuzu
survey_res_main,additional_make,What make do you expect this vehicle to be?,20,Jaguar
survey_res_main,additional_make,What make do you expect this vehicle to be?,21,Jeep
survey_res_main,additional_make,What make do you expect this vehicle to be?,22,Kia
survey_res_main,additional_make,What make do you expect this vehicle to be?,23,Lamborghini
survey_res_main,additional_make,What make do you expect this vehicle to be?,24,Land Rover
survey_res_main,additional_make,What make do you expect this vehicle to be?,25,Lexus
survey_res_main,additional_make,What make do you expect this vehicle to be?,26,Lincoln
survey_res_main,additional_make,What make do you expect this vehicle to be?,27,Lotus
survey_res_main,additional_make,What make do you expect this vehicle to be?,28,Maserati
survey_res_main,additional_make,What make do you expect this vehicle to be?,29,Maybach
survey_res_main,additional_make,What make do you expect this vehicle to be?,30,Mazda
survey_res_main,additional_make,What make do you expect this vehicle to be?,31,Mercedes
survey_res_main,additional_make,What make do you expect this vehicle to be?,32,Mercury
survey_res_main,additional_make,What make do you expect this vehicle to be?,33,MINI
survey_res_main,additional_make,What make do you expect this vehicle to be?,34,Mitsubishi
survey_res_main,additional_make,What make do you expect this vehicle to be?,35,Nissan
survey_res_main,additional_make,What make do you expect this vehicle to be?,36,Oldsmobile
survey_res_main,additional_make,What make do you expect this vehicle to be?,37,Panoz
survey_res_main,additional_make,What make do you expect this vehicle to be?,38,Pontiac
survey_res_main,additional_make,What make do you expect this vehicle to be?,39,Porsche
survey_res_main,additional_make,What make do you expect this vehicle to be?,41,Rolls
survey_res_main,additional_make,What make do you expect this vehicle to be?,42,Saab
survey_res_main,additional_make,What make do you expect this vehicle to be?,43,Saturn
survey_res_main,additional_make,What make do you expect this vehicle to be?,44,Scion
survey_res_main,additional_make,What make do you expect this vehicle to be?,45,Smart
survey_res_main,additional_make,What make do you expect this vehicle to be?,46,Subaru
survey_res_main,additional_make,What make do you expect this vehicle to be?,47,Suzuki
survey_res_main,additional_make,What make do you expect this vehicle to be?,48,Toyota
survey_res_main,additional_make,What make do you expect this vehicle to be?,49,Tesla
survey_res_main,additional_make,What make do you expect this vehicle to be?,50,Vollkswagen
survey_res_main,additional_make,What make do you expect this vehicle to be?,51,Volvo
survey_res_main,additional_make,What make do you expect this vehicle to be?,52,Other
survey_res_main,additional_make,What make do you expect this vehicle to be?,53,Don't know
survey_res_main,additionalhome_fuel,Do you expect to purchase home refueling equipment and/or upgrade your current house to be able to refuel this vehicle?,1,Yes
survey_res_main,additionalhome_fuel,Do you expect to purchase home refueling equipment and/or upgrade your current house to be able to refuel this vehicle?,2,No
survey_res_main,additional_primary_dr,Who do you expect will be the primary driver of this vehicle?,1,I will be the primary driver
survey_res_main,additional_primary_dr,Who do you expect will be the primary driver of this vehicle?,2,[second household member listed] will be the primary driver
survey_res_main,additional_primary_dr,Who do you expect will be the primary driver of this vehicle?,3,[third household member listed] will be the primary driver
survey_res_main,additional_primary_dr,Who do you expect will be the primary driver of this vehicle?,4,[fourth household member listed] will be the primary driver
survey_res_main,additional_primary_dr,Who do you expect will be the primary driver of this vehicle?,5,[fifth household member listed] will be the primary driver
survey_res_main,autoagree1,"I would consider purchasing a vehicle that has automated driver assistance capabilities, such as smart/adaptive cruise control, self-parking, vehicle to vehicle communication, etc.",1,Strongly agree
survey_res_main,autoagree1,"I would consider purchasing a vehicle that has automated driver assistance capabilities, such as smart/adaptive cruise control, self-parking, vehicle to vehicle communication, etc.",2,Moderately agree
